"account_type","account_class","account_group","account","account_number"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Services To Outside","422072"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Sewer Revenue","422114"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Svcs-City Treasurer","424055"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Svcs-Community Svcs","424057"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Svcs-Financial Mgmt","424056"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Other Water Revenue","422099"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Overhead (Auditor Use Only)","424053"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Over The Counter Permits","422004"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Parking Citation Process Fees to Outside","422306"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Park Use Permit Fee","418065"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Payroll Process Fee-Emplo","422042"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Photocopy Fees","422032"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Photocopy Satellite-CAB","424073"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Photocopy Services","424036"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Picnic Shelter","418066"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Picnic Shelter Fees","422117"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Plan Check & Inspection Fees","422056"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Plan Check/Traf Dev Svc-LDR","422066"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Planning Subdivision Deposits","422020"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Planning Svcs-Subdivision","422207"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Pool Fees","422133"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Pre Need Trust Account","422041"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Press Operations","422285"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","P&R Long Range Planning Svcs","424066"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Program Surcharge-P&R","422202"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Program Surcharges - Contracts","422119"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Program Surcharge-TL","422211"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Property Svcs to Developer","423094"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Property Tax Admin-Assess","422005"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Public Records Act Revenue","422328"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","PUP Fee","422146"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","PVPO Registration Fee","422331"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Quick Copy","424083"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","READ - Processing Fees","422069"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reclaimed Capacity Charge","422108"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reclaimed Water Incentive","422079"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reclaimed Water Wholesale","422228"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Recover Hearing Officer Cost","422176"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Refuse Container User Fee","422220"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Refuse Disposal - Load Check Program","422023"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Refuse Fees-Industrial","422018"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Regional Vehicle Theft Task Force","420019"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Registration Fees-City","422049"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Registration Fees-Other Agencies","422050"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reg Pk Pmt Fee","418064"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reimb From CCDC","420044"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reimb From SEDC","420045"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reimbursable Services","422170"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reimbursement For Open Space Activities","418074"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Reimbursements Between Funds/Depts","424071"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Removal Notice Violation Fee","417052"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Residential Fire Prevention Inspection F","422290"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Rev  Acct 77000-Abatement","422280"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Revenue from Small Projects","422284"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Revocation of Fire Alarm Permit","422293"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Risk Recoveries-Fire Hazmat","422145"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sale Of Elec/Gas Eng Generated","422089"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sale Of Reclaimed Water","422075"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Select Item-Tape of Specific Recorded Me","422250"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Service Charge Non-Payment Shutoffs","422081"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Service Charges Other","422082"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to Airport","422304"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to ARJIS","422277"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To CCDC","420028"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to City Agencies","422321"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To City Schools","420038"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to Community College District","422320"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To Convention Center Corp","422279"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To Housing Commission","420030"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to National City","423087"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services to Other Agencies","422303"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To Other Cities","420034"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Services To SEDC","420029"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Service To Other Depts","424012"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewerage Treatment Services","422101"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Class Appeals","422097"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Service Charge","422100"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Service Charge Misc (Non-CIS)","422112"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Service Charges - Shipboard Waste","422098"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Service (SSC)-MCAS","422111"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sewer Service (SSC)-Navy","422110"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Single Tape-Cassette of Recorded Meeting","422251"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Skateboard Park Fees","422121"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Spec Events-Other","423104"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Special Event Support","422159"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Special Police Services","424058"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Sports Arena Security","422233"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Standby Services - Chargers","422294"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Standby Services - SDSU","422295"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Standby Services - Special Events","422296"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Storm Drain Assmt Charges","422109"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Strong Motion Instrumentation-Non Reside","422241"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Strong Motion Instrumentation-Resident","422149"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Structure/Debris Abatement","422237"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Subdivision Inspections","422073"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Subdivision Monument","422001"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Subdivision Surcharge","422329"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Subpeona Copies","422273"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to CDBG - Disabled Sen","423099"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Chula Vista","422313"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Coronado","422315"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to County SD","422316"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Del Mar","422314"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to El Cajon","422312"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Franchse Util","422318"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Lakeside","422311"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to La Mesa","422310"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Natl City","422309"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to OHS","422317"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Port District","422319"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Svcs to Santee","422308"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Tank Inspection Program","422059"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Tapping Mains","422086"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Tennis Fees","422120"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Torrey Pines Golf Course Buyout","422127"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Towing Fees","422047"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Traffic Control Planning-Training Classe","422053"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Transfers Between Funds/Depts","424072"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Transient Airport Parking","422025"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Transient Occupancy Tax Reimbursement","424091"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Transport Charge Muni System","422107"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Trench Cut Fees","422172"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Trunk Line Area Charges","422105"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Typsetting Services","424040"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Unbudgeted Services","422045"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Utility Marking Removal","422276"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Vehicle Parking - Airports","422027"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Waste Discharge-Trucked Fee","422093"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water Conserv. Ordin Fees","422080"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Waterfowl Hunting Fees","422139"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water Sales (CIS)","422074"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water Sales-Interrupt Agri","422078"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water-Sales Other Agency","422076"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water & Sewer Penalties","422077"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Water Storage Trans Treat","422087"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Weed Abatement","422278"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Youth Athletic Fees","422132"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Youth Camp Fee-Chollas Lake","422130"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Anti-Litter Violations","417014"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Child Restraint System","417010"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","HOV Lane Violations","417015"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Lab Services Fees","417008"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Ordinance Violations","417013"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Proof Of Correction Fee","417009"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Redlight Photo Enforcement","417011"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Red Light Violations","417012"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Traffic School Fees","417007"
"Fines Forfeitures and Penalties","Municipal Court","Municipal Court","Vehicle Code Violations","417006"
"Fines Forfeitures and Penalties","Negligent Impound","Negligent Impound","Negligent Impound Fee","417002"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Bldg Code","417037"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Code Enforcement","417033"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Litter","417038"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Noise","417039"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Sign Ent","417036"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Admin Citations-Sign Removal","417034"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Attorney Svcs-Collections","417018"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Boarded/Vacant Structure","417062"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penalty - Bldgs Div","417029"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penalty-City Atty","417030"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penalty - Police","417032"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penalty - Signs","417028"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penalty - Zoning","417027"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Civil Penlty-Housing/Code","417031"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Collection Referral","417042"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Collections Related Penalties & Damages","417041"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Delinquent Payment Fee","417051"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Dep Code Enf Penalty Fees","417016"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Earned Sick Leave & Minimum Wage Penalty","417055"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Ethics Commission - Fines","417026"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Graffitti Control Restitution","417024"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Late Charges","417017"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Late Filing Fines","417056"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Lead Pgm Fines & Penalties","417061"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Liigation Awards-Risk Mgmt","417021"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Litigation Award-Attorney Legal Fee","417023"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Litigation Award - Civil Litigation","417022"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Litigation Awards-Consumer Fraud","417019"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Litigation Awards - Miscellaneous","417025"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Litter Control - Admin Citations","417046"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","LSNP Enforcement Fines","417068"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Miscellaneous Fines","417047"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","NCC Enf-Cost Reimb Award","417035"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","No Permit Penalty Fee","417050"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","PC Purch Debt Collect","417045"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Penalty Paid On Collections","417043"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Pkg Citations-State DMV","417049"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Recov Of Abatement Costs","417020"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Redevelopment Agency Code Enforcement","417067"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Reposessed Vehicle Release Fee","417005"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Returned Check Clearing","417044"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Stormwater Enforcement","417040"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Unlicensed Driver Vehicle Impound Fee","417003"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Unlicensed Driver Vehicle Impound Fee","422219"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Vehicle Forfeiture -STOP","417004"
"Fines Forfeitures and Penalties","Other Fines and Forfeitures","Other Fines and Forfeitures","Web/IVR Transaction Fee - Parking Citations","417069"
"Fines Forfeitures and Penalties","Parking Citations","Parking Citations","Parking Citations","417001"
"Fines Forfeitures and Penalties","Parking Citations","Parking Citations","Pkg Citations-Treasurer","417048"
"Fines Forfeitures and Penalties","Parking Citations","Parking Citations","Violation 13-Disabled Pkg Cit","417053"
"Fines Forfeitures and Penalties","Parking Citations","Parking Citations","Violtn 77-Register Pkg Cit","417054"
"Licenses and Permits","Business Tax","Business Tax","Business Tax Clearing","416001"
"Licenses and Permits","Business Tax","Business Tax","Business Tax-Large (13+ Employees)","416002"
"Licenses and Permits","Business Tax","Business Tax","Business Tax-Non Compliance Surcharge","416007"
"Licenses and Permits","Business Tax","Business Tax","Business Tax-Penalty on Late Accounts","416003"
"Licenses and Permits","Business Tax","Business Tax","Business Tax Processing Fee","416006"
"Licenses and Permits","Business Tax","Business Tax","Business Tax Small (12 or Fewer)","416005"
"Licenses and Permits","Business Tax","Business Tax","Business Tax-Small SBEP (12 or Fewer)","416004"
"Licenses and Permits","Business Tax","Business Tax","Recreational Cannabis Business Tax","416227"
"Licenses and Permits","Business Tax","Business Tax","Recreational Cannabis Business Tax Penalty","416228"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Access Inspection","416208"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Access Plan Check","416204"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Adult Entertainer Permit","416025"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Affordable Housing Fee","416108"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","After Hrs Reg Fee Ongoing","416034"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","After Hrs Reg Fee Single","416155"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Alarm Permit Fees","416055"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Appl Fee Xfer-Planning","416158"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Arcade Fee","416214"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Auto Dismantler Fee","416032"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Barrio Logan Inclusionary Housing Fee","416126"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","BDR Miscellaneous Permits","416096"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Bicycle Licenses","416050"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Bingo Games Licenses","416016"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Bldg Permit-Park Fee Cash","416070"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Building Permits","416066"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Building Permits-Commercial","416164"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Campground-Extra Vehicle","416117"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Campground-Overnite P/S","416115"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Campground-Pet Fees","416116"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Card Room Licenses","416015"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Card Room Work Permits","416053"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Carmel Mtn Ranch Incusionary Housing Fee","416127"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Carmel Valley Inclusionary Housing Fee","416128"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Casino Party Fee","416215"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Catering Use Permits","416154"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Centre City Inclusionary Housing Fee","416129"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Clairemont Mesa Inclusionary Housing Fee","416130"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","College Area Inclusionary Housing Fee","416131"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Commercial Recreation Theater Fee","416216"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Community Service Center Care Applicatio","416175"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Const Occupation Lic Exam","416028"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Const ROW Work Permits","416105"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","CPII Non Hours of Operation","416071"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Development Impact Fees","416083"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Discovery Fees-Attorney","422167"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Discretionary Project Review Fee","416224"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","DSD Fire Plans Officer Review","416106"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","DSD Mobilehome Permit/Parking Proc","416077"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","DSD Variance/CUP Fees","416207"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","East Elliott Inclusionary Housing Fee","416200"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Electrical Permits","416079"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Emergency Cost Rec Prog","416019"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Energy Conserv. Inspection","416073"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Engineering Plan Check Fee","416225"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entertainment Permit w/Alc <49","416035"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entertainment Permit w/Alcohol Occupancy <100","416210"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entertainment Permit w/Alcohol Occupancy 100-249","416211"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entertainment Permit w/Alcohol Occupancy 250-399","416212"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entertainment Permit w/Alcohol Occupancy >400","416213"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entmnt Permit No Alc <49","416169"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entmnt Permit No Alc >50","416037"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entmnt Permit Single<49","416170"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entmnt Permit Single >50","416038"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Entmnt Permit w/Alc >50","416036"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Equipment Set-Up Fees","416124"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Explosive Permit Fee","416056"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Express Plan Check","416058"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Express Plan Check BDR","416059"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Express Plan Check LDR","416061"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Express Plan Chk Fire DSD","416060"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fairbanks Ranch Inclusionary Housing Fee","416199"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fee Deferral-Admin Costs","416057"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Firearms Dealer Fees","416033"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fire DSD Misc Permit","416101"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fire Miscellaneous Fees","416102"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fire Spec Survey-Pre Inspection","422168"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fire Sprinkler/Alarm Permits","416109"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Fireworks/Pyro Permits","416047"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Going Out of Business Regulatory Fee","416217"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Golden Hill Inclusionary Housing Fee","416132"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","GPMF Permit Appl Fee","416187"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Grounds Use Fees","416121"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Heat/Vent/Refrig Permits","416076"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","HHP Business Permit","416156"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","HHP Individual Permit Fee","416218"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Historical Nomination Fee","416186"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Housing Code Inspect","416089"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Housing Linkage Fee - Comml","416091"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","IAS Miscellaneous Permits","416097"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","In-House Security Permit","416014"
